,x
0,0.09932976462877008
1,0.576957697941765
2,0.9506248885044801
3,0.16821903617413625
4,0.2219915558290566
5,1.0838550695610554
6,0.7397752945854439
7,0.46219317222987755
8,0.15284396160888747
9,0.008772772371145265
10,0.41130897470740635
11,0.18793021817826627
12,0.6605423164176543
13,0.42067708595203257
14,0.2805739869026773
15,0.7611952307066279
16,0.20485897279170473
17,1.5571428905011695
18,0.11763307278817337
19,0.6773954799767825
20,0.7502442536861391
21,0.3472016739888879
22,0.6335180652248589
23,0.19209189447669672
24,2.7187834651788414
25,1.4969861166243934
26,0.3731705160773018
27,0.13834580417008624
28,0.1723027544546909
29,1.0280473968151238
30,0.008311407705598128
31,0.23547915424157395
32,0.2813605442542446
33,0.1286126922634523
34,0.11189031573496067
35,0.02633163396451721
36,1.4053538252749158
37,1.4008686976126672
38,0.2613156119692661
39,0.31405999526048944
40,0.666512835684081
41,0.7620034230245345
42,0.6038877475507256
43,0.46440350793652385
44,0.449712603938913
45,1.9851015656265592
46,0.2449086185053666
47,0.5259853070362972
48,0.4171648574051332
49,0.1866447600677148
50,0.1274458894552808
51,1.432767615528249
52,0.8195121302362285
53,1.5017694004025843
54,1.7980890371222253
55,0.895837980707265
56,0.26709526878335765
57,0.3830578798071471
58,1.2413737944110474
59,1.3794291814255972
60,0.19435747561517047
61,1.565087075946864
62,1.9917083309521222
63,1.051086521424958
64,0.8599527238831932
65,0.12197158199691671
66,0.8132538514366114
67,0.5111289619465502
68,0.04377180959509985
69,0.4422237425114943
70,1.088021135763059
71,0.7035204689455767
72,0.25285863767902583
73,0.735237118508314
74,0.9351151041463392
75,0.26575691737735596
76,0.5247735375580262
77,0.46879185709925153
78,0.7337911858237884
79,0.3170546351710506
80,0.7068211511776745
81,0.36961492690262077
82,0.19599540909114666
83,0.1304688666099949
84,1.650647539579654
85,1.3722358405235946
86,1.6675407569465914
87,0.6129269905437873
88,0.036808305906575356
89,0.11916076049791968
90,0.3442743083434969
91,0.8305103610007478
92,0.3607783187857052
93,0.21408281329860301
94,0.4113432483912227
95,1.1329226527021543
96,0.5647906010012669
97,0.33380890576252753
98,0.20182277117861247
99,2.706965103604986
100,0.715666622960418
101,1.242605246622345
102,2.647020001914243
103,1.3937744603091415
104,0.37293196263261663
105,0.8274238570691637
106,0.17874580436661347
107,0.2798729522970582
108,0.8849730983380919
109,0.6176187073671464
110,0.6556606449364999
111,0.5934694609017406
112,0.17413426743284788
113,0.04007963514254698
114,1.5184685151033595
115,0.7523958853513992
116,0.2901511295360706
117,0.6256518186197297
118,0.36318654238986525
119,0.001098822219006479
120,0.34958973478284605
121,0.09178125191504449
122,0.25236855617069054
123,1.1762266957719838
124,1.0916290935896296
125,1.3483972982254055
126,0.7391702838153069
127,0.41492371900923786
128,1.5979501326212313
129,0.3529211410622217
130,1.698148007675961
131,0.3683681148463549
132,1.36061531446411
133,0.3995045586310937
134,1.1043237890232973
135,1.5649768623736913
136,0.5587604209245214
137,0.006961850838294481
138,0.7632761662637204
139,0.24499974040230654
140,1.782007524190714
141,0.1662833644449151
142,0.8965270508353633
143,0.22763101851203515
144,1.5883009164617157
145,0.5905954682024266
146,2.3018746506125534
147,0.1237094746978471
148,1.8556422408792965
149,1.2561733700753601
150,0.823480054326323
151,0.6524009078603115
152,0.35904278786677324
153,0.6310979432700066
154,1.061381547758046
155,0.42249893237441327
156,0.26050790964028536
157,0.7635020847440508
158,1.0842997801077026
159,0.446920143613589
160,2.4364000959547494
161,1.2055268429273447
162,0.16091524373418054
163,0.7701954515230245
164,0.8559381800655519
165,0.31228463380724847
166,2.9231222802039456
167,0.3254210462717495
168,0.012696895803124164
169,1.123758763189949
170,0.12454029094622854
171,0.16570244083452224
172,0.26988598770961403
173,0.03942262370831173
174,0.12787114031065983
175,0.33522995494221064
176,0.8685822269542687
177,1.3270377563731595
178,0.21917508951455744
179,0.16613329649983655
180,0.4081939017141032
181,0.07612727185444612
182,1.1009166143206297
183,0.1324230082172022
184,0.19087500550063652
185,0.0016649583061223439
186,0.41556960842153146
187,0.6230397066657929
188,0.8669338840724361
189,3.58555762147288
190,0.051483404552122636
191,0.0839039271523987
192,1.09605638841904
193,1.4587809697686955
194,0.28215695727925905
195,0.1686991186634117
196,1.3161388959824487
197,0.30608932313399606
198,0.21105395802658222
199,0.5668391686846554
200,1.7658142764802198
201,0.4387538555407886
202,0.32964467865974356
203,0.4720104136840497
204,2.497221381233661
205,0.1459829772066783
206,2.086421350584503
207,0.15133118446714633
208,0.09652075194441778
209,0.2712071936140994
210,1.5597535815367776
211,1.1270568999521675
212,0.24037238814069184
213,0.14433690547016909
214,0.08789635378189331
215,0.30900528296777097
216,0.5351516261256641
217,0.565995387388412
218,2.160150687314701
219,1.6513117194490743
220,0.21478572975048849
221,0.2663670305280377
222,0.17075457349623235
223,0.01626039694073711
224,0.3649667826308942
225,2.85035995246869
226,0.20339184650142528
227,0.11726750179722956
228,2.2768645746307086
229,1.3642715364478057
230,0.39642721851534546
231,2.2490188224632335
232,0.3953971544773083
233,0.21763809692405545
234,0.5661170526832038
235,0.6370271822108364
236,1.5716371131148152
237,2.4257233567030045
238,0.2166926084230525
239,0.23545167969952274
240,1.0248383576385702
241,0.8311720823742341
242,0.6166665970412133
243,0.15384937229305962
244,1.6766196673780698
245,1.2199201520196814
246,0.7716304432261474
247,0.49896054478577767
248,1.7674999498115995
249,1.9860768748382465
250,0.36761674699718583
251,0.4745065091459928
252,3.0127964077705025
