,x
0,15.91934350403919
1,16.59028287551729
2,21.55373867576698
3,19.499130824261425
4,19.395254045741556
5,17.51792941416267
6,22.298089470407493
7,16.75614003727534
8,19.207322151279104
9,21.87021799589265
10,20.680617581548145
11,20.70782527509902
12,16.753712939349178
13,21.271525015175058
14,19.093863115129455
15,14.408317767437797
16,17.510816336499744
17,19.625445976388097
18,20.168983150596475
19,21.03638333096477
20,20.402570313201448
21,16.786687940652122
22,19.80119424464214
23,19.43931767358587
24,21.08891095731526
25,17.946904289877267
26,18.662114084505617
27,20.15616055129315
28,20.06073677994911
29,20.828995331129676
30,21.86775643221797
31,21.247392145219564
32,17.182478419299056
33,19.022244071849943
34,19.61176471857601
35,19.087755544984336
36,19.89227101165772
37,14.481095926171518
38,19.213051636551956
39,20.251155335433804
40,18.186913223977008
41,19.037739875368125
42,21.557475849819646
43,16.025326635566582
44,19.718243772670345
45,19.413363448376124
46,18.874790475218045
47,14.792955355838203
48,17.94877841592179
49,17.08617680783609
50,16.041410208087793
51,22.292506935597476
52,17.093367683654066
53,20.63824239124608
54,17.050942258760664
55,17.998918334333595
56,19.28342388851595
57,19.047772655919044
58,15.078777394032539
59,14.707069355027453
60,16.41923606480229
61,18.17194308994208
62,18.67614914626131
63,15.514781030969012
64,22.650587882455504
65,20.949250819341213
66,18.605089471527805
67,20.738520284055518
68,15.319750508541391
69,17.45842937385847
70,18.645323980457217
71,20.813205675280397
72,19.370279040151566
73,21.046631549582354
74,18.934131727005045
75,20.40374828960027
76,20.266846216132258
77,18.62091994361999
78,19.280636666929574
79,17.365093041782064
80,19.165330114180513
81,17.276472603301126
82,17.409851928975748
83,18.71320654839105
84,17.492906344003224
85,19.538940542264953
86,21.16954449169219
87,19.642954158573623
88,19.836110608586132
89,18.797103215627303
90,18.566312327600407
91,17.45748817182851
92,21.372847336981934
93,19.41770958313235
94,20.60346166375642
95,19.839374823156344
96,17.809094913830958
97,18.212551949173747
98,16.401582682419324
99,17.978372331436294
100,21.02974522933086
101,20.294040836005387
102,22.336270873558323
103,21.438178469987935
104,17.568417832232143
105,17.451037835417594
106,17.613255203279852
107,20.220620178473283
108,18.941379244390546
109,20.286535614698927
110,17.316713187564112
111,19.98718329382637
112,20.091003839084927
113,19.19010890478112
114,20.540304057446228
115,21.974705993268046
116,18.17629215141327
117,17.486225271226445
118,18.079112106541498
119,22.263324921850028
120,20.271871191400088
121,18.993293358765143
122,19.856255578829337
123,21.14377385176923
124,17.07528328335171
125,21.100459428302994
126,17.420032747820304
127,20.951580600310457
